ACC_STD_LAT_NBR,ACC_STD_LON_NBR,CAT Severity Code,ACC_PST_LOC_CD,Loss Date,NOL Date
33.460901,-86.80868099999999,3.0,35209,2023-12-09,2023-12-10
33.463252,-86.808134,5.0,35209,2023-12-10,2023-12-10
33.464481,-86.739108,5.0,35243,2023-12-10,2023-12-11
34.814225,-87.550433,2.0,35661,2023-12-09,2023-12-21
33.901793999999995,-84.548282,3.0,30060,2023-12-10,2023-12-10
33.868688999999996,-84.502619,3.0,30080,2023-12-10,2023-12-22
34.218333,-90.57813999999999,3.0,38614,2023-12-09,2023-12-20
34.228179,-90.57149299999999,3.0,38614,2023-12-09,2023-12-27
33.429331999999995,-87.057093,1.0,35023,2023-12-09,2023-12-11
33.469072,-86.776597,3.0,35209,2023-12-10,2023-12-13
33.470515,-86.781893,4.0,35209,2023-12-09,2023-12-10
33.509387,-86.891505,3.0,35218,2023-12-09,2023-12-11
33.504923,-86.722346,5.0,35213,2023-12-09,2023-12-11
33.464234,-86.7409,5.0,35243,2023-12-10,2023-12-10
33.428663,-86.816334,2.0,35226,2023-12-09,2023-12-10
33.265882999999995,-86.820319,2.0,35007,2023-12-09,2023-12-10
33.466958999999996,-86.810285,1.0,35209,2023-12-10,2023-12-10
33.480185999999996,-86.67947,3.0,35242,2023-12-09,2023-12-10
33.479802,-86.734397,2.0,35223,2023-12-11,2023-12-11
33.468058,-86.625275,4.0,35094,2023-12-10,2023-12-11
33.462554,-86.809623,5.0,35209,2023-12-10,2023-12-11
33.510981,-86.847124,5.0,35204,2023-12-09,2023-12-11
33.440559,-86.806764,3.0,35216,2023-12-09,2023-12-11
33.46407,-86.809805,3.0,35209,2023-12-10,2023-12-11
34.042415999999996,-85.970056,3.0,35901,2023-12-09,2023-12-12
33.460421,-86.88317599999999,5.0,35221,2023-12-09,2023-12-12
33.454238,-86.802436,1.0,35216,2023-12-10,2023-12-12
33.4696,-86.79856,3.0,35209,2023-12-10,2023-12-12
33.514412,-86.696429,3.0,35223,2023-12-10,2023-12-12
33.266456,-86.843744,3.0,35080,2023-12-11,2023-12-13
33.417729,-86.849323,1.0,35226,2023-12-10,2023-12-13
33.475408,-86.69215,4.0,35242,2023-12-10,2023-12-13
33.458904,-86.810204,3.0,35209,2023-12-10,2023-12-13
33.59436,-86.735535,3.0,35217,2023-12-09,2023-12-13
33.461565,-86.76412599999999,2.0,35216,2023-12-10,2023-12-13
33.464278,-86.729058,3.0,35243,2023-12-10,2023-12-14
33.469339,-86.765992,3.0,35216,2023-12-10,2023-12-14
33.466606,-86.80184,2.0,35209,2023-12-09,2023-12-14
33.46995,-86.78231699999999,3.0,35209,2023-12-09,2023-12-14
33.517928,-86.668594,3.0,35210,2023-12-11,2023-12-15
33.421879,-86.838492,4.0,35226,2023-12-09,2023-12-15
33.498446,-86.71757,3.0,35223,2023-12-10,2023-12-18
33.204352,-86.84564,4.0,35114,2023-12-10,2023-12-19
33.469978999999995,-86.74355899999999,3.0,35223,2023-12-10,2023-12-19
33.531555,-86.756227,3.0,35212,2023-12-10,2023-12-20
33.51102,-86.74337899999999,1.0,35213,2023-12-09,2023-12-11
33.470439,-86.747408,2.0,35223,2023-12-10,2023-12-10
34.790589,-87.54987899999999,3.0,35661,2023-12-10,2023-12-12
34.906929,-87.58694899999999,4.0,35634,2023-12-09,2023-12-11
32.805076,-84.591759,5.0,31826,2023-12-10,2023-12-10
32.469817,-85.402468,5.0,36804,2023-12-10,2023-12-12
32.789207,-84.558516,4.0,31836,2023-12-10,2023-12-14
32.510306,-84.96336199999999,4.0,31904,2023-12-10,2023-12-26
34.472487,-83.95056799999999,5.0,30533,2023-12-10,2023-12-12
34.250788,-84.243218,2.0,30028,2023-12-10,2023-12-13
33.935537,-83.377826,4.0,30605,2023-12-10,2023-12-21
33.96668,-83.879346,4.0,30019,2023-12-10,2023-12-22
34.024844,-83.895471,3.0,30019,2023-12-10,2023-12-28
31.288019,-82.465418,3.0,31503,2023-12-10,2023-12-11
32.28821,-81.227229,5.0,31326,2023-12-11,2023-12-12
32.233028,-81.259255,4.0,31326,2023-12-10,2023-12-13
32.176432999999996,-81.25227,1.0,31407,2023-12-10,2023-12-21
32.571245999999995,-83.654493,3.0,31005,2023-12-10,2023-12-29
30.9916,-83.3646,3.0,31632,2023-12-09,2023-12-10
33.461473999999995,-82.022667,4.0,30904,2023-12-10,2023-12-10
31.808951999999998,-81.610829,5.0,31313,2023-12-10,2023-12-19
33.916253,-83.904916,3.0,30045,2023-12-09,2023-12-09
34.044517,-84.219095,2.0,30022,2023-12-10,2023-12-14
34.156513,-84.322121,3.0,30004,2023-12-09,2023-12-19
33.853313,-84.384253,3.0,30305,2023-12-10,2023-12-10
33.706587,-84.265918,5.0,30034,2023-12-11,2023-12-11
33.723158,-84.362308,3.0,30312,2023-12-11,2023-12-12
33.752333,-84.30019,4.0,30317,2023-12-11,2023-12-11
33.459348999999996,-84.340293,3.0,30238,2023-12-10,2023-12-10
33.003347999999995,-84.432689,2.0,30258,2023-12-10,2023-12-11
33.543282,-84.38619899999999,4.0,30236,2023-12-10,2023-12-11
33.644799,-84.28547999999999,4.0,30294,2023-12-11,2023-12-11
33.774848999999996,-83.645274,4.0,30655,2023-12-11,2023-12-12
33.589076999999996,-84.403899,5.0,30274,2023-12-09,2023-12-13
33.631251999999996,-84.35207299999999,4.0,30297,2023-12-10,2023-12-13
33.436653,-84.61848499999999,2.0,30269,2023-12-09,2023-12-17
33.615744,-83.945199,3.0,30016,2023-12-10,2023-12-18
33.250934,-84.531613,3.0,30276,2023-12-09,2023-12-21
33.219856,-84.583421,2.0,30276,2023-12-09,2023-12-22
33.233649,-84.27841099999999,4.0,30224,2023-12-10,2023-12-28
33.940145,-84.530095,2.0,30060,2023-12-10,2023-12-12
33.879466,-84.560604,3.0,30060,2023-12-10,2023-12-10
34.237193,-84.42416399999999,3.0,30115,2023-12-10,2023-12-10
34.014931,-84.33458399999999,5.0,30075,2023-12-09,2023-12-10
34.010991,-84.47712399999999,5.0,30062,2023-12-09,2023-12-10
34.162507999999995,-84.36707899999999,4.0,30188,2023-12-10,2023-12-10
34.149115,-84.380284,3.0,30188,2023-12-09,2023-12-11
33.742518,-84.670879,3.0,30122,2023-12-09,2023-12-11
34.304839,-84.213048,5.0,30107,2023-12-09,2023-12-11
34.216023,-84.308022,5.0,30115,2023-12-09,2023-12-11
34.080591,-84.46364799999999,4.0,30188,2023-12-10,2023-12-11
33.922391999999995,-84.375137,4.0,30328,2023-12-10,2023-12-12
33.716961,-84.68401399999999,3.0,30135,2023-12-10,2023-12-13
34.115973,-84.518777,4.0,30188,2023-12-10,2023-12-14
34.002216,-84.60718899999999,4.0,30152,2023-12-09,2023-12-15
33.753299,-84.65284,4.0,30122,2023-12-10,2023-12-16
34.079073,-84.601624,5.0,30102,2023-12-10,2023-12-18
33.859437,-84.58474199999999,4.0,30106,2023-12-09,2023-12-27
34.301884,-84.23965199999999,3.0,30107,2023-12-10,2023-12-27
34.243655,-84.32382299999999,3.0,30115,2023-12-09,2023-12-29
34.223023,-90.592789,3.0,38614,2023-12-09,2023-12-13
34.224199,-90.579352,3.0,38614,2023-12-09,2023-12-09
34.224306999999996,-90.578785,3.0,38614,2023-12-09,2023-12-12
34.232559,-90.60123999999999,3.0,38614,2023-12-09,2023-12-13
34.22922,-90.602699,3.0,38614,2023-12-09,2023-12-13
34.207943,-89.955788,3.0,38658,2023-12-09,2023-12-13
34.233236999999995,-90.600602,3.0,38614,2023-12-09,2023-12-15
34.32447,-89.959896,3.0,38606,2023-12-09,2023-12-16
34.322403,-89.955002,3.0,38606,2023-12-09,2023-12-18
34.229822,-90.582764,3.0,38614,2023-12-09,2023-12-18
34.233208999999995,-90.60351899999999,3.0,38614,2023-12-09,2023-12-18
34.233821999999996,-90.60452699999999,3.0,38614,2023-12-09,2023-12-18
34.220907,-90.53902699999999,3.0,38645,2023-12-09,2023-12-18
34.224748,-90.58358,3.0,38614,2023-12-09,2023-12-20
34.326620999999996,-89.93272999999999,4.0,38606,2023-12-09,2023-12-21
34.289741,-89.923774,3.0,38606,2023-12-09,2023-12-26
34.224249,-90.57699699999999,3.0,38614,2023-12-09,2023-12-27
32.928163999999995,-90.130748,3.0,39039,2023-12-09,2023-12-11
33.05876,-89.58843999999999,5.0,39090,2023-12-09,2023-12-12
34.259707,-88.71099,3.0,38804,2023-12-09,2023-12-21
34.737938,-89.864279,3.0,38618,2023-12-09,2023-12-10
34.935727,-89.93006899999999,4.0,38672,2023-12-09,2023-12-11
34.737775,-89.884468,3.0,38618,2023-12-09,2023-12-11
32.849382999999996,-90.381478,3.0,39194,2023-12-09,2023-12-12
32.874549,-90.399115,3.0,39194,2023-12-09,2023-12-12
32.869175,-90.253749,3.0,39039,2023-12-09,2023-12-13
32.870954,-90.399609,3.0,39194,2023-12-09,2023-12-14
34.73723,-89.86389199999999,3.0,38618,2023-12-09,2023-12-15
34.797616,-89.548495,3.0,38635,2023-12-09,2023-12-16
34.960039,-89.811861,3.0,38654,2023-12-09,2023-12-18
32.875509,-90.39138799999999,3.0,39194,2023-12-09,2023-12-18
32.872929,-90.390597,3.0,39194,2023-12-09,2023-12-20
32.874579,-90.391705,1.0,39194,2023-12-09,2023-12-20
34.773492999999995,-89.847779,3.0,38618,2023-12-09,2023-12-21
32.881879999999995,-90.48539799999999,3.0,39194,2023-12-09,2023-12-27
32.851901999999995,-90.38521399999999,3.0,39194,2023-12-09,2023-12-28
32.840106999999996,-90.367363,3.0,39194,2023-12-09,2023-12-28
34.741931,-89.861097,3.0,38618,2023-12-09,2023-12-29
31.317604,-89.314962,5.0,39401,2023-12-09,2023-12-18
33.20984,-87.56917299999999,3.0,^,2023-12-09,2023-12-11
39.089528,-76.865741,5.0,20707,2023-12-10,2023-12-15
39.936551,-75.304087,5.0,19018,2023-12-10,2023-12-11
39.064516,-76.530926,5.0,21146,2023-12-11,2023-12-12
39.338316999999996,-76.66592299999999,4.0,21215,2023-12-10,2023-12-11
39.327748,-76.592978,5.0,21218,2023-12-10,2023-12-11
39.683544,-76.642287,5.0,21120,2023-12-10,2023-12-10
39.306553,-76.472669,5.0,21221,2023-12-10,2023-12-10
39.393302999999996,-76.440844,5.0,21128,2023-12-10,2023-12-11
39.261379999999996,-76.53125899999999,5.0,21222,2023-12-11,2023-12-11
39.449028,-76.80984099999999,5.0,21136,2023-12-11,2023-12-11
39.399584,-76.421301,4.0,21162,2023-12-10,2023-12-11
39.280497,-76.764005,5.0,21228,2023-12-10,2023-12-11
39.292432,-76.57513,5.0,21224,2023-12-11,2023-12-11
39.586285,-75.837689,5.0,21921,2023-12-10,2023-12-11
39.278633,-76.604019,5.0,21230,2023-12-11,2023-12-11
39.292612999999996,-76.642395,5.0,21223,2023-12-10,2023-12-11
39.389497999999996,-77.499326,4.0,21703,2023-12-10,2023-12-11
39.32888,-76.5317,5.0,21206,2023-12-10,2023-12-11
39.443536,-76.817256,5.0,21136,2023-12-10,2023-12-12
39.279857,-76.636657,5.0,21230,2023-12-11,2023-12-12
39.348923,-76.731201,4.0,21207,2023-12-11,2023-12-12
39.294289,-76.577176,5.0,21224,2023-12-10,2023-12-14
39.559118,-76.076601,5.0,21903,2023-12-10,2023-12-14
39.306852,-76.65370399999999,4.0,21216,2023-12-10,2023-12-14
39.243798999999996,-76.512095,5.0,21222,2023-12-11,2023-12-15
39.17059,-76.558014,5.0,21060,2023-12-10,2023-12-12
39.18515,-76.56313999999999,5.0,21060,2023-12-11,2023-12-18
39.378114,-76.570331,4.0,21234,2023-12-11,2023-12-11
39.303734999999996,-76.631992,4.0,21217,2023-12-11,2023-12-11
39.325567,-76.59054499999999,5.0,21218,2023-12-11,2023-12-11
40.181557999999995,-75.308843,5.0,19446,2023-12-11,2023-12-12
40.412938,-75.927021,5.0,19560,2023-12-10,2023-12-10
40.15538,-75.218474,4.0,19002,2023-12-11,2023-12-11
40.246317,-75.16581599999999,5.0,18976,2023-12-11,2023-12-11
40.219271,-75.34335399999999,5.0,19446,2023-12-11,2023-12-11
40.144417,-75.411258,5.0,19403,2023-12-11,2023-12-11
40.313742,-75.151056,5.0,18901,2023-12-10,2023-12-11
40.269362,-75.218374,5.0,18914,2023-12-10,2023-12-11
40.200122,-75.362792,4.0,19426,2023-12-11,2023-12-11
40.263864999999996,-75.607777,4.0,19464,2023-12-11,2023-12-11
40.281368,-75.984399,5.0,19540,2023-12-11,2023-12-11
40.025718,-75.320059,5.0,19010,2023-12-11,2023-12-11
40.241747,-75.632757,5.0,19464,2023-12-10,2023-12-11
40.319361,-75.121082,4.0,18901,2023-12-11,2023-12-12
40.057964,-75.318028,5.0,19085,2023-12-10,2023-12-12
40.110343,-75.333592,5.0,19401,2023-12-10,2023-12-13
40.327881999999995,-75.987019,5.0,19609,2023-12-10,2023-12-13
40.123844999999996,-75.343407,3.0,19401,2023-12-10,2023-12-14
40.365518,-75.277002,5.0,18944,2023-12-10,2023-12-18
40.124758,-75.33457299999999,4.0,19401,2023-12-11,2023-12-18
40.285419999999995,-75.086015,4.0,18925,2023-12-11,2023-12-19
40.236208999999995,-74.90937199999999,3.0,18940,2023-12-11,2023-12-27
39.990105,-75.768659,5.0,19335,2023-12-09,2023-12-10
40.023109999999996,-75.549999,4.0,19355,2023-12-11,2023-12-11
39.846226,-75.431465,5.0,19014,2023-12-10,2023-12-11
39.868992999999996,-75.413944,5.0,19014,2023-12-10,2023-12-11
39.99198,-75.387301,4.0,19073,2023-12-11,2023-12-11
39.974326999999995,-75.528093,5.0,19380,2023-12-10,2023-12-11
39.917426,-75.291581,5.0,19018,2023-12-11,2023-12-11
39.824968999999996,-75.450082,5.0,19061,2023-12-11,2023-12-18
40.203322,-76.12394599999999,5.0,17578,2023-12-11,2023-12-11
39.99765,-76.835619,5.0,17315,2023-12-11,2023-12-11
40.233608,-77.028341,5.0,17050,2023-12-10,2023-12-13
40.009127,-76.345647,4.0,17551,2023-12-11,2023-12-11
39.040531,-77.13610899999999,4.0,20852,2023-12-10,2023-12-10
39.078812,-77.11524399999999,5.0,20851,2023-12-10,2023-12-10
39.242878999999995,-77.264973,5.0,20871,2023-12-10,2023-12-11
39.166315,-77.30413899999999,5.0,20841,2023-12-10,2023-12-12
39.076930999999995,-77.134811,4.0,20851,2023-12-10,2023-12-15
39.114028999999995,-76.999574,4.0,20905,2023-12-10,2023-12-18
39.119411,-77.245949,5.0,20878,2023-12-10,2023-12-11
39.939537,-75.148724,5.0,19147,2023-12-10,2023-12-10
39.978587,-75.264883,5.0,19151,2023-12-10,2023-12-10
39.92404,-75.183399,5.0,19145,2023-12-11,2023-12-11
39.923352,-75.159002,5.0,19148,2023-12-11,2023-12-11
39.981325,-75.142935,5.0,19122,2023-12-11,2023-12-11
39.922962,-75.155849,5.0,19148,2023-12-10,2023-12-13
39.936369,-75.175449,5.0,19146,2023-12-11,2023-12-15
39.976200999999996,-75.146029,5.0,19122,2023-12-10,2023-12-11
40.389306,-80.05576599999999,5.0,15216,2023-12-11,2023-12-11
40.609114999999996,-75.468772,4.0,18102,2023-12-10,2023-12-10
41.268077,-75.834485,4.0,18705,2023-12-10,2023-12-11
40.675146,-75.284953,1.0,18045,2023-12-10,2023-12-11
41.455872,-75.337422,3.0,18436,2023-12-11,2023-12-11
40.822427,-75.911148,4.0,18218,2023-12-10,2023-12-11
41.004766,-75.261329,4.0,18360,2023-12-11,2023-12-11
41.41543,-75.344574,3.0,18436,2023-12-11,2023-12-11
40.606798999999995,-75.474218,3.0,18102,2023-12-10,2023-12-11
41.016912,-75.195443,2.0,18301,2023-12-11,2023-12-12
40.747493999999996,-75.611673,4.0,18080,2023-12-10,2023-12-12
41.119985,-75.144724,2.0,18302,2023-12-10,2023-12-12
41.425508,-75.662409,4.0,18508,2023-12-10,2023-12-13
41.266469,-75.877596,5.0,18704,2023-12-09,2023-12-13
40.576836,-75.449776,4.0,18103,2023-12-11,2023-12-15
38.262045,-76.468256,4.0,20653,2023-12-11,2023-12-11
39.190532,-76.647263,5.0,21061,2023-12-10,2023-12-10
38.96174,-76.617769,5.0,21035,2023-12-10,2023-12-10
38.916601,-76.637207,4.0,21035,2023-12-11,2023-12-11
38.470726,-76.59189099999999,5.0,20676,2023-12-10,2023-12-11
39.146527999999996,-76.62124399999999,5.0,21061,2023-12-11,2023-12-11
38.704661,-76.542009,3.0,20714,2023-12-10,2023-12-11
38.800084,-76.97840099999999,5.0,20744,2023-12-11,2023-12-11
38.913841999999995,-76.83331299999999,4.0,20721,2023-12-10,2023-12-11
38.901847,-76.89126999999999,5.0,20785,2023-12-10,2023-12-11
38.901847,-76.89126999999999,5.0,20785,2023-12-10,2023-12-11
38.484899,-76.685215,5.0,20659,2023-12-11,2023-12-11
38.574593,-76.908757,5.0,20602,2023-12-11,2023-12-11
38.361456,-76.399971,4.0,20657,2023-12-11,2023-12-11
39.039501,-76.45823399999999,5.0,21409,2023-12-11,2023-12-11
39.105778,-76.90845399999999,4.0,20707,2023-12-09,2023-12-11
38.633064,-76.944135,4.0,20603,2023-12-11,2023-12-11
38.539063999999996,-76.994112,2.0,20646,2023-12-10,2023-12-12
38.884383,-76.337913,4.0,21666,2023-12-11,2023-12-12
38.615187,-77.034432,4.0,20695,2023-12-10,2023-12-12
38.769934,-76.788009,5.0,20772,2023-12-10,2023-12-13
38.261119,-76.475163,5.0,20653,2023-12-11,2023-12-13
38.260179,-76.48441799999999,5.0,20653,2023-12-10,2023-12-14
38.594791,-76.89174899999999,4.0,20602,2023-12-11,2023-12-14
38.650831,-76.848091,4.0,20601,2023-12-11,2023-12-18
39.104405,-76.614908,5.0,21108,2023-12-10,2023-12-21
38.650831,-76.848091,4.0,20601,2023-12-11,2023-12-11
38.918306,-76.524886,5.0,21037,2023-12-10,2023-12-11
39.127718,-76.632586,5.0,21061,2023-12-11,2023-12-11
38.705521999999995,-76.99024299999999,4.0,20744,2023-12-11,2023-12-11
42.219311999999995,-70.808008,4.0,02025,2023-12-10,2023-12-13
42.194797,-71.53387599999999,2.0,01748,2023-12-10,2023-12-13
42.193284999999996,-72.63306399999999,3.0,01040,2023-12-10,2023-12-12
42.262692,-71.773823,4.0,01604,2023-12-10,2023-12-12
41.979169,-71.343524,4.0,02760,2023-12-11,2023-12-11
42.475125,-71.175715,4.0,01801,2023-12-11,2023-12-11
42.428163999999995,-70.98053399999999,5.0,02151,2023-12-11,2023-12-11
42.36228,-71.114238,4.0,02139,2023-12-10,2023-12-11
42.239726999999995,-71.883195,5.0,01611,2023-12-10,2023-12-11
42.394174,-71.106205,4.0,02145,2023-12-10,2023-12-11
42.230069,-71.794663,4.0,01607,2023-12-11,2023-12-11
41.944842,-71.279319,2.0,02703,2023-12-11,2023-12-11
42.194797,-71.53387599999999,3.0,01748,2023-12-10,2023-12-12
41.921898,-71.28666,3.0,02703,2023-12-10,2023-12-12
42.070059,-71.01643299999999,3.0,02301,2023-12-11,2023-12-12
42.563962,-71.204814,4.0,01887,2023-12-11,2023-12-12
42.472091,-71.003316,5.0,01906,2023-12-11,2023-12-12
42.340876,-71.052758,4.0,02127,2023-12-11,2023-12-12
42.027370999999995,-71.21423899999999,5.0,02048,2023-12-11,2023-12-13
42.032575,-71.179217,4.0,02048,2023-12-10,2023-12-13
42.053832,-72.470319,3.0,01028,2023-12-09,2023-12-14
42.146612,-72.598537,3.0,01013,2023-12-11,2023-12-14
42.134608,-71.08765799999999,4.0,02072,2023-12-10,2023-12-11
41.215841999999995,-73.718417,3.0,10549,2023-12-10,2023-12-11
41.11765,-73.696174,2.0,10504,2023-12-11,2023-12-13
40.826737,-73.418547,5.0,11746,2023-12-10,2023-12-11
40.785672999999996,-74.224102,1.0,07050,2023-12-10,2023-12-11
40.838922,-74.612813,3.0,07869,2023-12-11,2023-12-12
40.717172,-73.839034,5.0,11375,2023-12-11,2023-12-18
40.684109,-73.957655,4.0,11238,2023-12-10,2023-12-12
40.265434,-74.677635,4.0,08619,2023-12-11,2023-12-11
40.372223999999996,-74.37856099999999,4.0,08831,2023-12-10,2023-12-10
40.434908,-74.501476,5.0,08902,2023-12-10,2023-12-10
40.61503,-75.145444,3.0,08804,2023-12-10,2023-12-11
40.777989999999996,-74.636292,3.0,07945,2023-12-10,2023-12-11
40.243975999999996,-74.785416,2.0,08618,2023-12-10,2023-12-11
40.706558,-74.88996,2.0,07830,2023-12-11,2023-12-11
40.614022999999996,-74.23311799999999,4.0,07036,2023-12-10,2023-12-12
40.346537999999995,-74.25871,4.0,07746,2023-12-09,2023-12-12
40.222384999999996,-74.65379899999999,3.0,08690,2023-12-11,2023-12-12
40.683842,-74.585449,3.0,07920,2023-12-11,2023-12-12
40.58838,-74.665556,4.0,08807,2023-12-10,2023-12-13
40.680707,-74.84289799999999,2.0,08833,2023-12-10,2023-12-13
40.51707,-74.274408,3.0,08861,2023-12-10,2023-12-14
40.878994,-73.572735,5.0,11560,2023-12-10,2023-12-10
40.701439,-73.510789,5.0,11793,2023-12-11,2023-12-11
40.771879999999996,-73.347011,4.0,11746,2023-12-10,2023-12-11
40.746286999999995,-73.697097,4.0,11040,2023-12-10,2023-12-11
40.654539,-73.54377,4.0,11566,2023-12-10,2023-12-11
40.879852,-73.318868,4.0,11731,2023-12-10,2023-12-11
40.618584,-73.75441,5.0,11096,2023-12-11,2023-12-11
40.699853999999995,-73.681089,4.0,11010,2023-12-09,2023-12-12
40.701519999999995,-73.65558,4.0,11552,2023-12-10,2023-12-12
40.722646,-73.469889,4.0,11735,2023-12-09,2023-12-12
40.68107,-73.74414999999999,4.0,11413,2023-12-09,2023-12-14
41.96125,-71.216537,4.0,02766,2023-12-10,2023-12-11
42.016129,-71.039324,3.0,02379,2023-12-11,2023-12-11
40.668633,-74.111505,3.0,07002,2023-12-10,2023-12-19
40.723504,-74.376105,4.0,07901,2023-12-11,2023-12-11
40.739992,-74.048776,2.0,07307,2023-12-10,2023-12-11
40.866462,-74.14327899999999,3.0,07011,2023-12-11,2023-12-11
40.77107,-74.197082,4.0,07017,2023-12-11,2023-12-12
41.047211,-74.03426999999999,3.0,07645,2023-12-10,2023-12-12
40.675351,-74.119942,2.0,07002,2023-12-10,2023-12-13
40.775414999999995,-74.277669,3.0,07052,2023-12-09,2023-12-14
40.795519999999996,-74.14961199999999,3.0,07109,2023-12-10,2023-12-26
40.911139,-73.978273,5.0,07631,2023-12-11,2023-12-28
40.706419,-73.740582,3.0,11429,2023-12-09,2023-12-11
40.723634,-73.77368299999999,2.0,11423,2023-12-11,2023-12-11
40.717546999999996,-73.819424,5.0,11367,2023-12-11,2023-12-12
40.004639999999995,-74.80131899999999,4.0,08060,2023-12-10,2023-12-11
39.875308,-74.20587499999999,4.0,08731,2023-12-10,2023-12-10
39.969493,-74.267789,3.0,08757,2023-12-10,2023-12-10
39.976949999999995,-74.920492,5.0,08057,2023-12-10,2023-12-10
39.544295,-74.87856099999999,2.0,08310,2023-12-10,2023-12-11
40.003387,-74.278594,2.0,08759,2023-12-10,2023-12-11
39.857541,-75.01847099999999,4.0,08083,2023-12-11,2023-12-11
40.152653,-74.200863,4.0,07731,2023-12-10,2023-12-11
39.762962,-74.867856,5.0,08004,2023-12-10,2023-12-12
40.150121999999996,-74.692324,4.0,08505,2023-12-11,2023-12-12
39.856918,-74.855766,4.0,08055,2023-12-11,2023-12-12
39.902333,-74.99967,4.0,08034,2023-12-09,2023-12-12
39.885774,-75.045068,3.0,08033,2023-12-11,2023-12-12
39.929745,-74.99051899999999,4.0,08034,2023-12-10,2023-12-14
39.444793,-74.997604,4.0,08361,2023-12-10,2023-12-14
39.906977999999995,-75.10673799999999,4.0,08104,2023-12-11,2023-12-14
